,Min1,Max1,Min2,Max2
17:45:15.625 -> S-0.13 -13.55 153.36 2.30,,,,
17:45:15.625 -> S-0.13 -13.74 153.36 2.30,,,,
17:45:15.625 -> S-0.14 -13.93 153.36 2.30,,,,
17:45:15.660 -> S-0.13 -13.78 153.36 2.30,,,,
17:45:15.660 -> S-0.13 -13.74 153.36 2.30,,,,
17:45:15.660 -> S-0.13 -13.62 153.36 2.30,,,,
17:45:15.660 -> S-0.13 -13.64 153.36 2.30,,,,
17:45:15.660 -> S-0.13 -13.76 153.36 2.30,,,,
17:45:15.660 -> S-0.13 -13.77 153.36 2.30,,,,
17:45:15.694 -> S-0.14 -13.98 153.36 2.30,,,,
17:45:15.694 -> S-0.13 -13.84 153.36 2.30,,,,
17:45:15.694 -> S-0.13 -13.50 153.36 2.30,,,,
17:45:15.694 -> S-0.13 -13.42 153.36 2.30,,,,
17:45:15.694 -> S-0.12 -13.30 153.36 2.30,,,,
17:45:15.732 -> S-0.13 -13.56 153.36 2.30,,,,
17:45:15.732 -> S-0.12 -13.19 153.36 2.30,,,,
17:45:15.732 -> S-0.13 -13.40 153.36 2.30,,,,
17:45:15.732 -> S-0.12 -13.02 153.36 2.30,,,,
17:45:15.732 -> S-0.11 -12.73 153.36 2.30,,,,
17:45:15.732 -> S-0.11 -12.52 153.36 2.30,,,,
17:45:15.765 -> S-0.11 -12.31 153.36 2.30,,,,
17:45:15.765 -> S-0.11 -12.30 153.36 2.30,,,,
17:45:15.765 -> S-0.11 -12.60 153.36 2.30,,,,
17:45:15.765 -> S-0.12 -12.97 153.36 2.30,,,,
17:45:15.765 -> S-0.12 -12.95 153.36 2.30,,,,
17:45:15.765 -> S-0.11 -12.62 153.36 2.30,,,,
17:45:15.801 -> S-0.10 -12.22 153.36 2.30,,,,
17:45:15.801 -> S-0.10 -12.11 153.36 2.30,,,,
17:45:15.801 -> S-0.10 -11.77 153.36 2.30,,,,
17:45:15.801 -> S-0.10 -11.81 153.36 2.30,,,,
17:45:15.801 -> S-0.09 -11.53 153.36 2.30,,,,
17:45:15.801 -> S-0.09 -11.51 153.36 2.30,,,,
17:45:15.838 -> S-0.09 -11.60 153.36 2.30,,,,
17:45:15.838 -> S-0.09 -11.63 153.36 2.30,,,,
17:45:15.838 -> S-0.10 -11.76 153.36 2.30,,,,
17:45:15.838 -> S-0.09 -11.25 153.36 2.30,,,,
17:45:15.838 -> S-0.09 -11.24 153.36 2.30,,,,
17:45:15.838 -> S-0.09 -11.18 153.36 2.30,,,,
17:45:15.838 -> S-0.09 -11.24 153.36 2.30,,,,
17:45:15.874 -> S-0.09 -11.13 153.36 2.30,,,,
17:45:15.874 -> S-0.09 -11.25 153.36 2.30,,,,
17:45:15.874 -> S-0.09 -11.11 153.36 2.30,,,,
17:45:15.874 -> S-0.08 -10.78 153.36 2.30,,,,
17:45:15.874 -> S-0.08 -10.68 153.36 2.30,,,,
17:45:15.911 -> S-0.08 -10.74 153.36 2.30,,,,
17:45:15.911 -> S-0.08 -10.73 153.36 2.30,,,,
17:45:15.911 -> S-0.08 -10.65 153.36 2.30,,,,
17:45:15.911 -> S-0.08 -10.56 153.36 2.30,,,,
17:45:15.911 -> S-0.08 -10.56 153.36 2.30,,,,
17:45:15.911 -> S-0.07 -10.19 153.36 2.30,,,,
17:45:15.945 -> S-0.07 -10.12 153.36 2.30,,,,
17:45:15.945 -> S-0.07 -10.08 153.36 2.30,,,,
17:45:15.945 -> S-0.07 -10.02 153.36 2.30,,,,
17:45:15.945 -> S-0.07 -10.02 153.36 2.30,,,,
17:45:15.945 -> S-0.07 -9.85 153.36 2.30,,,,
17:45:15.945 -> S-0.07 -9.74 153.36 2.30,,,,
17:45:15.981 -> S-0.07 -9.73 153.36 2.30,,,,
17:45:15.981 -> S-0.06 -9.60 153.36 2.30,,,,
17:45:15.981 -> S-0.06 -9.29 153.36 2.30,,,,
17:45:15.981 -> S-0.06 -9.30 153.36 2.30,,,,
17:45:15.981 -> S-0.06 -9.59 153.36 2.30,,,,
17:45:15.981 -> S-0.06 -9.34 153.36 2.30,,,,
17:45:16.017 -> S-0.06 -9.16 153.36 2.30,,,,
17:45:16.017 -> S-0.06 -9.16 153.36 2.30,,,,
17:45:16.017 -> S-0.06 -9.22 153.36 2.30,,,,
17:45:16.017 -> S-0.06 -9.13 153.36 2.30,,,,
17:45:16.017 -> S-0.06 -9.16 153.36 2.30,,,,
17:45:16.017 -> S-0.05 -8.83 153.36 2.30,,,,
17:45:16.056 -> S-0.05 -8.57 153.36 2.30,,,,
17:45:16.056 -> S-0.05 -8.42 153.36 2.30,,,,
17:45:16.056 -> S-0.05 -8.69 153.36 2.30,,,,
17:45:16.056 -> S-0.05 -8.45 153.36 2.30,,,,
17:45:16.056 -> S-0.05 -8.31 153.36 2.30,,,,
17:45:16.056 -> S-0.05 -8.26 153.36 2.30,,,,
17:45:16.094 -> S-0.05 -8.20 153.36 2.30,,,,
17:45:16.094 -> S-0.05 -8.29 153.36 2.30,,,,
17:45:16.094 -> S-0.05 -8.05 153.36 2.30,,,,
17:45:16.094 -> S-0.05 -8.04 153.36 2.30,,,,
17:45:16.094 -> S-0.04 -7.93 153.36 2.30,,,,
17:45:16.094 -> S-0.04 -7.95 153.36 2.30,,,,
17:45:16.094 -> S-0.04 -7.93 153.36 2.30,,,,
17:45:16.131 -> S-0.04 -7.79 153.36 2.30,,,,
17:45:16.131 -> S-0.04 -7.63 153.36 2.30,,,,
17:45:16.131 -> S-0.04 -7.65 153.36 2.30,,,,
17:45:16.131 -> S-0.04 -7.67 153.36 2.30,,,,
17:45:16.131 -> S-0.04 -7.52 153.36 2.30,,,,
17:45:16.131 -> S-0.04 -7.59 153.36 2.30,,,,
17:45:16.165 -> S-0.04 -7.52 153.36 2.30,,,,
17:45:16.165 -> S-0.04 -7.54 153.36 2.30,,,,
17:45:16.165 -> S-0.04 -7.39 153.36 2.30,,,,
17:45:16.165 -> S-0.04 -7.16 153.36 2.30,,,,
17:45:16.165 -> S-0.03 -7.04 153.36 2.30,,,,
17:45:16.165 -> S-0.03 -7.04 153.36 2.30,,,,
17:45:16.200 -> S-0.03 -7.02 153.36 2.30,,,,
17:45:16.200 -> S-0.03 -7.05 153.36 2.30,,,,
17:45:16.200 -> S-0.03 -6.98 153.36 2.30,,,,
17:45:16.200 -> S-0.03 -7.00 153.36 2.30,,,,
17:45:16.200 -> S-0.03 -7.02 153.36 2.30,,,,
17:45:16.200 -> S-0.03 -6.90 153.36 2.30,,,,
17:45:16.236 -> S-0.03 -6.77 153.36 2.30,,,,
17:45:16.236 -> S-0.03 -6.66 153.36 2.30,,,,
17:45:16.236 -> S-0.03 -6.48 153.36 2.30,,,,
17:45:16.236 -> S-0.03 -6.49 153.36 2.30,,,,
17:45:16.236 -> S-0.03 -6.57 153.36 2.30,,,,
17:45:16.236 -> S-0.03 -6.79 153.36 2.30,,,,
17:45:16.272 -> S-0.03 -6.77 153.36 2.30,,,,
17:45:16.272 -> S-0.03 -6.70 153.36 2.30,,,,
17:45:16.272 -> S-0.03 -6.44 153.36 2.30,,,,
17:45:16.272 -> S-0.03 -6.36 153.36 2.30,,,,
17:45:16.272 -> S-0.03 -6.27 153.36 2.30,,,,
17:45:16.306 -> S-0.03 -6.15 153.36 2.30,,,,
17:45:16.306 -> S-0.03 -6.07 153.36 2.30,,,,
17:45:16.306 -> S-0.03 -6.11 153.36 2.30,,,,
17:45:16.306 -> S-0.03 -6.07 153.36 2.30,,,,
17:45:16.306 -> S-0.02 -5.97 153.36 2.30,,,,
17:45:16.306 -> S-0.02 -5.91 153.36 2.30,,,,
17:45:16.306 -> S-0.02 -5.86 153.36 2.30,,,,
17:45:16.341 -> S-0.02 -5.80 153.36 2.30,,,,
17:45:16.341 -> S-0.02 -5.76 153.36 2.30,,,,
17:45:16.341 -> S-0.02 -5.67 153.36 2.30,,,,
17:45:16.341 -> S-0.02 -5.69 153.36 2.30,,,,
17:45:16.341 -> S-0.02 -5.65 153.36 2.30,,,,
17:45:16.375 -> S-0.02 -5.61 153.36 2.30,,,,
17:45:16.375 -> S-0.02 -5.59 153.36 2.30,,,,
17:45:16.375 -> S-0.02 -5.56 153.36 2.30,,,,
17:45:16.375 -> S-0.02 -5.59 153.36 2.30,,,,
17:45:16.375 -> S-0.02 -5.48 153.36 2.30,,,,
17:45:16.375 -> S-0.02 -5.41 153.36 2.30,,,,
17:45:16.408 -> S-0.02 -5.45 153.36 2.30,,,,
17:45:16.408 -> S-0.02 -5.43 153.36 2.30,,,,
17:45:16.408 -> S-0.02 -5.43 153.36 2.30,,,,
17:45:16.408 -> S-0.02 -5.45 153.36 2.30,,,,
17:45:16.408 -> S-0.02 -5.41 153.36 2.30,,,,
17:45:16.408 -> S-0.02 -5.48 153.36 2.30,,,,
17:45:16.444 -> S-0.02 -5.20 153.36 2.30,,,,
17:45:16.444 -> S-0.02 -5.20 153.36 2.30,,,,
17:45:16.444 -> S-0.02 -5.25 153.36 2.30,,,,
17:45:16.444 -> S-0.02 -5.20 153.36 2.30,,,,
17:45:16.444 -> S-0.02 -5.06 153.36 2.30,,,,
17:45:16.481 -> S-0.02 -4.96 153.36 2.30,,,,
17:45:16.481 -> S-0.02 -4.91 153.36 2.30,,,,
17:45:16.481 -> S-0.02 -4.91 153.36 2.30,,,,
17:45:16.481 -> S-0.02 -4.86 153.36 2.30,,,,
17:45:16.481 -> S-0.02 -4.84 153.36 2.30,,,,
17:45:16.481 -> S-0.02 -4.89 153.36 2.30,,,,
17:45:16.516 -> S-0.02 -4.84 153.36 2.30,,,,
17:45:16.516 -> S-0.02 -4.71 153.36 2.30,,,,
17:45:16.516 -> S-0.02 -4.66 153.36 2.30,,,,
17:45:16.516 -> S-0.02 -4.68 153.36 2.30,,,,
17:45:16.516 -> S-0.02 -4.68 153.36 2.30,,,,
17:45:16.516 -> S-0.01 -4.61 153.36 2.30,,,,
17:45:16.554 -> S-0.01 -4.50 153.36 2.30,,,,
17:45:16.554 -> S-0.01 -4.36 153.36 2.30,,,,
17:45:16.554 -> S-0.01 -4.33 153.36 2.30,,,,
17:45:16.554 -> S-0.01 -4.30 153.36 2.30,,,,
17:45:16.554 -> S-0.01 -4.28 153.36 2.30,,,,
17:45:16.554 -> S-0.01 -4.36 153.36 2.30,,,,
17:45:16.554 -> S-0.01 -4.47 153.36 2.30,,,,
17:45:16.588 -> S-0.01 -4.42 153.36 2.30,,,,
17:45:16.588 -> S-0.01 -4.36 153.36 2.30,,,,
17:45:16.588 -> S-0.01 -4.36 153.36 2.30,,,,
17:45:16.588 -> S-0.01 -4.28 153.36 2.30,,,,
17:45:16.588 -> S-0.01 -4.16 153.36 2.30,,,,
17:45:16.623 -> S-0.01 -4.16 153.36 2.30,,,,
17:45:16.623 -> S-0.01 -4.22 153.36 2.30,,,,
17:45:16.623 -> S-0.01 -4.19 153.36 2.30,,,,
17:45:16.623 -> S-0.01 -4.01 153.36 2.30,,,,
17:45:16.623 -> S-0.01 -3.92 153.36 2.30,,,,
17:45:16.623 -> S-0.01 -3.89 153.36 2.30,,,,
17:45:16.659 -> S-0.01 -3.82 153.36 2.30,,,,
17:45:16.659 -> S-0.01 -3.82 153.36 2.30,,,,
17:45:16.659 -> S-0.01 -3.82 153.36 2.30,,,,
17:45:16.659 -> S-0.01 -3.79 153.36 2.30,,,,
17:45:16.659 -> S-0.01 -3.76 153.36 2.30,,,,
17:45:16.659 -> S-0.01 -3.79 153.36 2.30,,,,
17:45:16.694 -> S-0.01 -3.86 153.36 2.30,,,,
17:45:16.694 -> S-0.01 -3.89 153.36 2.30,,,,
17:45:16.694 -> S-0.01 -3.86 153.36 2.30,,,,
17:45:16.694 -> S-0.01 -3.76 153.36 2.30,,,,
17:45:16.694 -> S-0.01 -3.63 153.36 2.30,,,,
17:45:16.694 -> S-0.01 -3.46 153.36 2.30,,,,
17:45:16.730 -> S-0.01 -3.35 153.36 2.30,,,,
17:45:16.730 -> S-0.01 -3.31 153.36 2.30,,,,
17:45:16.730 -> S-0.01 -3.39 153.36 2.30,,,,
17:45:16.730 -> S-0.01 -3.42 153.36 2.30,,,,
17:45:16.730 -> S-0.01 -3.42 153.36 2.30,,,,
17:45:16.730 -> S-0.01 -3.39 153.36 2.30,,,,
17:45:16.765 -> S-0.01 -3.35 153.36 2.30,,,,
17:45:16.765 -> S-0.01 -3.31 153.36 2.30,,,,
17:45:16.765 -> S-0.01 -3.24 153.36 2.30,,,,
17:45:16.765 -> S-0.01 -3.24 153.36 2.30,,,,
17:45:16.765 -> S-0.01 -3.24 153.36 2.30,,,,
17:45:16.765 -> S-0.01 -3.24 153.36 2.30,,,,
17:45:16.799 -> S-0.01 -3.24 153.36 2.30,,,,
17:45:16.799 -> S-0.01 -3.20 153.36 2.30,,,,
17:45:16.799 -> S-0.01 -3.16 153.36 2.30,,,,
17:45:16.799 -> S-0.01 -3.08 153.36 2.30,,,,
17:45:16.799 -> S-0.01 -3.04 153.36 2.30,,,,
17:45:16.799 -> S-0.01 -3.04 153.36 2.30,,,,
17:45:16.836 -> S-0.01 -3.04 153.36 2.30,,,,
17:45:16.836 -> S-0.01 -3.00 153.36 2.30,,,,
17:45:16.836 -> S-0.01 -3.00 153.36 2.30,,,,
17:45:16.836 -> S-0.01 -3.00 153.36 2.30,,,,
17:45:16.836 -> S-0.01 -3.00 153.36 2.30,,,,
17:45:16.836 -> S-0.01 -3.00 153.36 2.30,,,,
17:45:16.872 -> S-0.01 -2.96 153.36 2.30,,,,
17:45:16.872 -> S-0.01 -2.96 153.36 2.30,,,,
17:45:16.872 -> S-0.01 -2.92 153.36 2.30,,,,
17:45:16.872 -> S-0.01 -2.96 153.36 2.30,,,,
17:45:16.872 -> S-0.01 -3.00 153.36 2.30,,,,
17:45:16.872 -> S-0.01 -3.04 153.36 2.30,,,,
17:45:16.907 -> S-0.01 -3.08 153.36 2.30,,,,
17:45:16.907 -> S-0.01 -3.04 153.36 2.30,,,,
17:45:16.907 -> S-0.01 -3.04 153.36 2.30,,,,
17:45:16.907 -> S-0.01 -3.00 153.36 2.30,,,,
17:45:16.907 -> S-0.01 -2.96 153.36 2.30,,,,
17:45:16.942 -> S-0.01 -2.88 153.36 2.30,,,,
17:45:16.942 -> S-0.01 -2.88 153.36 2.30,,,,
17:45:16.942 -> S-0.01 -2.88 153.36 2.30,,,,
17:45:16.942 -> S-0.01 -2.88 153.36 2.30,,,,
17:45:16.942 -> S-0.01 -2.79 153.36 2.30,,,,
17:45:16.942 -> S-0.01 -2.75 153.36 2.30,,,,
17:45:16.977 -> S-0.01 -2.70 153.36 2.30,,,,
17:45:16.977 -> S-0.00 -2.61 153.36 2.30,,,,
17:45:16.977 -> S-0.00 -2.61 153.36 2.30,,,,
17:45:16.977 -> S-0.00 -2.66 153.36 2.30,,,,
17:45:16.977 -> S-0.01 -2.70 153.36 2.30,,,,
17:45:16.977 -> S-0.01 -2.75 153.36 2.30,,,,
17:45:16.977 -> S-0.01 -2.70 153.36 2.30,,,,
17:45:17.013 -> S-0.00 -2.66 153.36 2.30,,,,
17:45:17.013 -> S-0.00 -2.61 153.36 2.30,,,,
17:45:17.013 -> S-0.00 -2.61 153.36 2.30,,,,
17:45:17.013 -> S-0.00 -2.66 153.36 2.30,,,,
17:45:17.013 -> S-0.00 -2.66 153.36 2.30,,,,
17:45:17.047 -> S-0.00 -2.61 153.36 2.30,,,,
17:45:17.047 -> S-0.00 -2.61 153.36 2.30,,,,
17:45:17.047 -> S-0.00 -2.61 153.36 2.30,,,,
17:45:17.047 -> S-0.00 -2.57 153.36 2.30,,,,
17:45:17.047 -> S-0.00 -2.57 153.36 2.30,,,,
17:45:17.047 -> S-0.00 -2.61 153.36 2.30,,,,
17:45:17.080 -> S-0.00 -2.66 153.36 2.30,,,,
17:45:17.080 -> S-0.00 -2.66 153.36 2.30,,,,
17:45:17.080 -> S-0.00 -2.52 153.36 2.30,,,,
17:45:17.080 -> S-0.00 -2.47 153.36 2.30,,,,
17:45:17.080 -> S-0.00 -2.47 153.36 2.30,,,,
17:45:17.080 -> S-0.00 -2.52 153.36 2.30,,,,
17:45:17.113 -> S-0.00 -2.57 153.36 2.30,,,,
17:45:17.113 -> S-0.00 -2.66 153.36 2.30,,,,
17:45:17.113 -> S-0.00 -2.61 153.36 2.30,,,,
17:45:17.113 -> S-0.00 -2.57 153.36 2.30,,,,
17:45:17.146 -> S-0.00 -2.52 153.36 2.30,,,,
17:45:17.146 -> S-0.00 -2.47 153.36 2.30,,,,
17:45:17.146 -> S-0.00 -2.42 153.36 2.30,,,,
17:45:17.146 -> S-0.00 -2.37 153.36 2.30,,,,
17:45:17.146 -> S-0.00 -2.42 153.36 2.30,,,,
17:45:17.146 -> S-0.00 -2.52 153.36 2.30,,,,
17:45:17.146 -> S-0.00 -2.52 153.36 2.30,,,,
17:45:17.183 -> S-0.00 -2.52 153.36 2.30,,,,
17:45:17.183 -> S-0.00 -2.42 153.36 2.30,,,,
17:45:17.183 -> S-0.00 -2.37 153.36 2.30,,,,
17:45:17.183 -> S-0.00 -2.32 153.36 2.30,,,,
17:45:17.183 -> S-0.00 -2.37 153.36 2.30,,,,
17:45:17.183 -> S-0.00 -2.42 153.36 2.30,,,,
17:45:17.220 -> S-0.00 -2.47 153.36 2.30,,,,
17:45:17.220 -> S-0.00 -2.37 153.36 2.30,,,,
17:45:17.220 -> S-0.00 -2.32 153.36 2.30,,,,
17:45:17.220 -> S-0.00 -2.26 153.36 2.30,,,,
17:45:17.220 -> S-0.00 -2.26 153.36 2.30,,,,
17:45:17.220 -> S-0.00 -2.26 153.36 2.30,,,,
17:45:17.255 -> S-0.00 -2.32 153.36 2.30,,,,
17:45:17.255 -> S-0.00 -2.32 153.36 2.30,,,,
17:45:17.255 -> S-0.00 -2.32 153.36 2.30,,,,
17:45:17.255 -> S-0.00 -2.26 153.36 2.30,,,,
17:45:17.255 -> S-0.00 -2.21 153.36 2.30,,,,
17:45:17.289 -> S-0.00 -2.21 153.36 2.30,,,,
17:45:17.289 -> S-0.00 -2.26 153.36 2.30,,,,
17:45:17.289 -> S-0.00 -2.26 153.36 2.30,,,,
17:45:17.289 -> S-0.00 -2.32 153.36 2.30,,,,
17:45:17.289 -> S-0.00 -2.26 153.36 2.30,,,,
17:45:17.289 -> S-0.00 -2.21 153.36 2.30,,,,
17:45:17.324 -> S-0.00 -2.15 153.36 2.30,,,,
17:45:17.324 -> S-0.00 -2.10 153.36 2.30,,,,
17:45:17.324 -> S-0.00 -2.15 153.36 2.30,,,,
17:45:17.324 -> S-0.00 -2.26 153.36 2.30,,,,
17:45:17.324 -> S-0.00 -2.32 153.36 2.30,,,,
17:45:17.324 -> S-0.00 -2.32 153.36 2.30,,,,
17:45:17.363 -> S-0.00 -2.26 153.36 2.30,,,,
17:45:17.363 -> S-0.00 -2.21 153.36 2.30,,,,
17:45:17.363 -> S-0.00 -2.15 153.36 2.30,,,,
17:45:17.363 -> S-0.00 -2.10 153.36 2.30,,,,
17:45:17.363 -> S-0.00 -2.04 153.36 2.30,,,,
17:45:17.363 -> S-0.00 -1.98 153.36 2.30,,,,
17:45:17.396 -> S-0.00 -2.04 153.36 2.30,,,,
17:45:17.396 -> S-0.00 -2.21 153.36 2.30,,,,
17:45:17.396 -> S-0.00 -2.32 153.36 2.30,,,,
17:45:17.396 -> S-0.00 -2.26 153.36 2.30,,,,
17:45:17.396 -> S-0.00 -2.10 153.36 2.30,,,,
17:45:17.396 -> S-0.00 -2.10 153.36 2.30,,,,
17:45:17.433 -> S-0.00 -2.21 153.36 2.30,,,,
17:45:17.433 -> S-0.00 -2.26 153.36 2.30,,,,
17:45:17.433 -> S-0.00 -2.21 153.36 2.30,,,,
17:45:17.433 -> S-0.00 -2.10 153.36 2.30,,,,
17:45:17.433 -> S-0.00 -2.04 153.36 2.30,,,,
17:45:17.433 -> S-0.00 -1.98 153.36 2.30,,,,
17:45:17.466 -> S-0.00 -1.98 153.36 2.30,,,,
17:45:17.466 -> S-0.00 -2.04 153.36 2.30,,,,
17:45:17.466 -> S-0.00 -2.15 153.36 2.30,,,,
17:45:17.466 -> S-0.00 -2.21 153.36 2.30,,,,
17:45:17.466 -> S-0.00 -2.21 153.36 2.30,,,,
17:45:17.466 -> S-0.00 -2.10 153.36 2.30,,,,
17:45:17.500 -> S-0.00 -1.98 153.36 2.30,,,,
17:45:17.500 -> S-0.00 -1.85 153.36 2.30,,,,
17:45:17.500 -> S-0.00 -1.91 153.36 2.30,,,,
17:45:17.500 -> S-0.00 -2.10 153.36 2.30,,,,
17:45:17.500 -> S-0.00 -2.15 153.36 2.30,,,,
17:45:17.538 -> S-0.00 -2.15 153.36 2.30,,,,
17:45:17.538 -> S-0.00 -2.10 153.36 2.30,,,,
17:45:17.538 -> S-0.00 -2.04 153.36 2.30,,,,
17:45:17.538 -> S-0.00 -1.98 153.36 2.30,,,,
17:45:17.538 -> S-0.00 -1.91 153.36 2.30,,,,
17:45:17.538 -> S-0.00 -1.91 153.36 2.30,,,,
17:45:17.575 -> S-0.00 -1.98 153.36 2.30,,,,
17:45:17.575 -> S-0.00 -2.04 153.36 2.30,,,,
17:45:17.575 -> S-0.00 -2.10 153.36 2.30,,,,
17:45:17.575 -> S-0.00 -2.10 153.36 2.30,,,,
17:45:17.575 -> S-0.00 -2.10 153.36 2.30,,,,
17:45:17.575 -> S-0.00 -2.04 153.36 2.30,,,,
17:45:17.575 -> S-0.00 -1.85 153.36 2.30,,,,
17:45:17.608 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:17.608 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:17.608 -> S-0.00 -1.71 153.36 2.30,,,,
17:45:17.608 -> S-0.00 -1.98 153.36 2.30,,,,
17:45:17.608 -> S-0.00 -2.15 153.36 2.30,,,,
17:45:17.608 -> S-0.00 -2.15 153.36 2.30,,,,
17:45:17.644 -> S-0.00 -2.04 153.36 2.30,,,,
17:45:17.644 -> S-0.00 -2.04 153.36 2.30,,,,
17:45:17.644 -> S-0.00 -1.98 153.36 2.30,,,,
17:45:17.644 -> S-0.00 -1.91 153.36 2.30,,,,
17:45:17.644 -> S-0.00 -1.85 153.36 2.30,,,,
17:45:17.681 -> S-0.00 -1.78 153.36 2.30,,,,
17:45:17.681 -> S-0.00 -1.78 153.36 2.30,,,,
17:45:17.681 -> S-0.00 -1.85 153.36 2.30,,,,
17:45:17.681 -> S-0.00 -1.85 153.36 2.30,,,,
17:45:17.681 -> S-0.00 -1.91 153.36 2.30,,,,
17:45:17.681 -> S-0.00 -2.04 153.36 2.30,,,,
17:45:17.714 -> S-0.00 -2.04 153.36 2.30,,,,
17:45:17.714 -> S-0.00 -1.98 153.36 2.30,,,,
17:45:17.714 -> S-0.00 -1.85 153.36 2.30,,,,
17:45:17.714 -> S-0.00 -1.71 153.36 2.30,,,,
17:45:17.714 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:17.714 -> S-0.00 -1.71 153.36 2.30,,,,
17:45:17.749 -> S-0.00 -1.91 153.36 2.30,,,,
17:45:17.749 -> S-0.00 -1.98 153.36 2.30,,,,
17:45:17.749 -> S-0.00 -2.04 153.36 2.30,,,,
17:45:17.749 -> S-0.00 -1.98 153.36 2.30,,,,
17:45:17.749 -> S-0.00 -1.91 153.36 2.30,,,,
17:45:17.749 -> S-0.00 -1.71 153.36 2.30,,,,
17:45:17.786 -> S-0.00 -1.48 153.36 2.30,,,,
17:45:17.786 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:17.786 -> S-0.00 -1.85 153.36 2.30,,,,
17:45:17.786 -> S-0.00 -2.10 153.36 2.30,,,,
17:45:17.786 -> S-0.00 -1.98 153.36 2.30,,,,
17:45:17.786 -> S-0.00 -1.71 153.36 2.30,,,,
17:45:17.821 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:17.821 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:17.821 -> S-0.00 -1.71 153.36 2.30,,,,
17:45:17.821 -> S-0.00 -1.71 153.36 2.30,,,,
17:45:17.821 -> S-0.00 -1.85 153.36 2.30,,,,
17:45:17.821 -> S-0.00 -1.85 153.36 2.30,,,,
17:45:17.855 -> S-0.00 -1.85 153.36 2.30,,,,
17:45:17.855 -> S-0.00 -1.78 153.36 2.30,,,,
17:45:17.855 -> S-0.00 -1.85 153.36 2.30,,,,
17:45:17.855 -> S-0.00 -1.78 153.36 2.30,,,,
17:45:17.855 -> S-0.00 -1.71 153.36 2.30,,,,
17:45:17.855 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:17.891 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:17.891 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:17.891 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:17.891 -> S-0.00 -1.71 153.36 2.30,,,,
17:45:17.891 -> S-0.00 -1.85 153.36 2.30,,,,
17:45:17.891 -> S-0.00 -1.85 153.36 2.30,,,,
17:45:17.929 -> S-0.00 -1.78 153.36 2.30,,,,
17:45:17.929 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:17.929 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:17.929 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:17.929 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:17.929 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:17.963 -> S-0.00 -1.71 153.36 2.30,,,,
17:45:17.963 -> S-0.00 -1.71 153.36 2.30,,,,
17:45:17.963 -> S-0.00 -1.71 153.36 2.30,,,,
17:45:17.963 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:17.963 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:17.996 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:17.996 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:17.996 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:17.996 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:17.996 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:17.996 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:18.030 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:18.030 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:18.030 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:18.030 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:18.030 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:18.030 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:18.063 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:18.063 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:18.063 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:18.063 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:18.063 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:18.096 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:18.096 -> S-0.00 -1.48 153.36 2.30,,,,
17:45:18.096 -> S-0.00 -1.40 153.36 2.30,,,,
17:45:18.096 -> S-0.00 -1.40 153.36 2.30,,,,
17:45:18.096 -> S-0.00 -1.48 153.36 2.30,,,,
17:45:18.096 -> S-0.00 -1.48 153.36 2.30,,,,
17:45:18.131 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:18.131 -> S-0.00 -1.64 153.36 2.30,,,,
17:45:18.131 -> S-0.00 -1.56 153.36 2.30,,,,
17:45:18.131 -> S-0.00 -1.48 153.36 2.30,,,,
17:45:18.131 -> S-0.00 -1.40 153.36 2.30,,,,
17:45:18.165 -> S-0.00 -1.40 153.36 2.30,,,,
17:45:18.165 -> S-0.00 -1.48 153.36 2.30,,,,
17:45:18.165 -> S-0.00 -1.56 153.36 2.30,,,,
